License Issue Date	License Number	Animal's Name	Species	Primary Breed	Secondary Breed	ZIP Code
February 07 2020	77173	Bandit	Cat	Domestic Medium Hair		98109
February 07 2020	8015531	Kaya	Cat	Domestic Shorthair	Mix	98125
February 07 2020	8015532	Muffin	Cat	Balinese	Mix	98109
February 07 2020	S140735	Calliope	Cat	Russian Blue		98121
February 07 2020	S140642	Atlas	Cat	Russian Blue		98121
February 07 2020	83340	Julius III	Cat	Domestic Shorthair		98126
February 07 2020	8015534	Keavy	Cat	Domestic Shorthair	Mix	98144
February 07 2020	73590	Woodstock	Cat	Siamese	Mix	98177
February 07 2020	73589	Snoopy	Cat	Siamese	Mix	98177
February 08 2020	S153716	George	Cat	Domestic Longhair	Mix	98115
February 08 2020	77263	Panda	Cat	Domestic Shorthair		98117
February 08 2020	83434	Rose	Cat	Domestic Shorthair		98122
February 08 2020	S148886	Wilson	Cat	Snowshoe		98122
February 08 2020	69124	Henry	Cat	Domestic Shorthair		98136
February 08 2020	S148889	Ofelia	Cat	Domestic Shorthair	Mix	98103
February 08 2020	S148888	Ryo Ohki	Cat	Domestic Shorthair	Mix	98103
February 08 2020	S148890	Cleo	Cat	Domestic Longhair	Mix	98104
February 08 2020	S153968	Alexi	Cat	Domestic Shorthair	Domestic Shorthair	98119
February 08 2020	64069	Choco	Cat	LaPerm		98125
February 09 2020	S154207	Dusty	Cat	Domestic Shorthair	Mix	98122
February 09 2020	22327	Myelin	Cat	Domestic Medium Hair		98112
February 09 2020	22328	Basil	Cat	Domestic Shorthair	Siamese	98112
February 09 2020	77182	Rocco	Cat	LaPerm		98125
February 09 2020	73450	Nutella	Cat	Domestic Shorthair		98125
February 09 2020	S151956	Pete	Cat	Siamese	Mix	98103
February 09 2020	S134452	Zee	Cat	Domestic Shorthair	Mix	98103
February 09 2020	S151958	Sweet Talk	Cat	Domestic Shorthair	Mix	98115
February 09 2020	S110744	Berlioz	Cat	Siamese	Domestic Shorthair	98102
February 09 2020	273108	Mia	Cat	Domestic Medium Hair		98102
February 09 2020	S104363	Wilco	Cat	Domestic Longhair	Mix	98122
February 09 2020	8015578	Bernie	Cat	Domestic Shorthair		98117
February 09 2020	8015579	Kelly Belly	Cat	Domestic Shorthair		98117
February 10 2020	S110729	Claude	Cat	Domestic Shorthair	Mix	98125
February 10 2020	S110730	Lilly	Cat	Domestic Shorthair	Mix	98125
February 10 2020	74079	Colin	Cat	Domestic Shorthair		98105
February 10 2020	8015587	Snowball	Cat	Siamese	Mix	98118
February 10 2020	72725	Maeve	Cat	British Shorthair		98115
February 10 2020	S140681	Rowan	Cat	American Shorthair	Mix	98115
February 10 2020	83503	Myron	Cat	Siamese		98105
February 10 2020	72255	Dora	Cat	Siamese		98146
February 10 2020	68662	Ember	Cat	Domestic Shorthair		98116
February 10 2020	8015599	Huck	Cat	Domestic Shorthair	Mix	98122
February 10 2020	21879	Jazzy	Cat	Domestic Shorthair		98125
February 10 2020	85004	Kiko	Cat	Siamese		98101
February 10 2020	83139	Midi	Cat	Domestic Shorthair		98125
February 10 2020	83422	Pete	Cat	Maine Coon	Domestic Longhair	98199
February 11 2020	S119725	Peaches	Cat	Domestic Shorthair		98115
February 11 2020	S121094	Masala	Cat	Domestic Shorthair	Mix	98109
February 11 2020	S121093	Tikka	Cat	Domestic Shorthair	Mix	98109
February 11 2020	8015625	Helga	Cat	American Shorthair	Mix	98144
February 11 2020	S111747	Oliver	Cat	American Shorthair		98122
February 12 2020	S101255	Macy	Cat	Domestic Shorthair	Mix	98125
February 12 2020	S110758	Louis	Cat	Domestic Shorthair	Mix	98117
February 12 2020	S110757	Ella	Cat	Domestic Shorthair	Mix	98117
February 12 2020	8015652	Finn	Cat	Domestic Shorthair	Mix	98106
February 12 2020	8015653	Poe	Cat	Domestic Shorthair	Mix	98106
February 12 2020	77667	Bea	Cat	Domestic Longhair		98115
February 12 2020	77666	Gary Oak	Cat	Siamese		98115
February 12 2020	715860	Heidi	Cat	Siamese		98117
February 12 2020	S139975	Yaki	Cat	Siamese	Mix	98136
February 12 2020	337452	Monk	Cat	Domestic Shorthair		98107
February 12 2020	83416	Mogget	Cat	Domestic Longhair		98116
February 13 2020	S111935	Isabel	Cat	Domestic Shorthair		98122
February 13 2020	S151969	Harley	Cat	Japanese Bobtail		98103
February 13 2020	8015665	Riley	Cat	Domestic Medium Hair		98122
February 13 2020	8008951	Blackie	Cat	Domestic Shorthair		98116
February 13 2020	S111960	Margrete	Cat	Domestic Longhair		98112
February 13 2020	S110585	Boots	Cat	Domestic Shorthair	Mix	98117
February 13 2020	83588	Iggy	Cat	American Shorthair		98119
February 13 2020	83582	Biggie	Cat	American Shorthair		98119
February 13 2020	S110063	Leo	Cat	Domestic Longhair		98102
February 13 2020	S127754	Precious	Cat	Domestic Shorthair	Mix	98121
February 13 2020	S127753	Tigger	Cat	Domestic Shorthair	Mix	98121
February 13 2020	8015682	Thor	Cat	Ragdoll		98106
February 14 2020	S154209	Cosmo	Cat	Domestic Shorthair	Mix	98122
February 14 2020	S149322	Cleopatra	Cat	Domestic Shorthair	Mix	98112
February 14 2020	S129768		Cat	Domestic Medium Hair	Mix	98103
February 14 2020	S149323	Mitsuki	Cat	Domestic Shorthair	Mix	98133
February 14 2020	S110022	Tykums	Cat	Domestic Longhair	Mix	98105
February 14 2020	77413	Baxter	Cat	Siamese		98103
February 14 2020	74497	Jezavell	Cat	Siamese		98119
February 14 2020	74498	Skippy	Cat	Siamese		98119
February 14 2020	74496	Jujubee	Cat	Siamese		98119
February 14 2020	S149329	Ra	Cat	Domestic Shorthair	Mix	98115
February 14 2020	S149330	Tucker	Cat	Domestic Shorthair	Mix	98115
February 14 2020	S148893	Valentine	Cat	Domestic Shorthair	Mix	98103
February 14 2020	S149332	Earl	Cat	Domestic Shorthair	Mix	98117
February 14 2020	77424	Prudence	Cat	Domestic Shorthair	Russian Blue	98121
February 14 2020	77425	Martha	Cat	Domestic Shorthair	Russian Blue	98121
February 14 2020	S111853	Ella	Cat	Domestic Shorthair		98115
February 14 2020	S111852	Cinder	Cat	Domestic Shorthair		98115
February 14 2020	77102	Slouch	Cat	Domestic Shorthair		98144
February 15 2020	72565	Charlie	Cat	Domestic Shorthair		98117
February 15 2020	8015699	WhiteCat	Cat	Domestic Longhair	Mix	98103
February 15 2020	S154043	George	Cat	Domestic Shorthair	Mix	98119
February 15 2020	8015707	Lincoln	Cat	Domestic Shorthair	Mix	98133
February 15 2020	S141085	Jack	Cat	Domestic Shorthair	Mix	98133
February 15 2020	S154044	Jareth	Cat	Domestic Shorthair	Mix	98109
February 15 2020	S149335	Bombus	Cat	Ragdoll	Mix	98119
February 15 2020	S110616	Dominic	Cat	Domestic Shorthair	Mix	98122
February 15 2020	S154045	Charlie	Cat	Domestic Shorthair	Mix	98109
February 15 2020	905279	Sasha	Cat	Siamese	Domestic Medium Hair	98115
February 15 2020	S140753	Gary	Cat	Domestic Medium Hair		98126
February 16 2020	S110647	Oscar	Cat	Domestic Longhair	Mix	98144
February 16 2020	8015714	Olive	Cat	Domestic Shorthair		98117
February 16 2020	19066	McGee	Cat	Domestic Shorthair		98146
February 16 2020	8015717	Nyx (Midnight)	Cat	Domestic Shorthair	Mix	98117
February 16 2020	8015718	Loki (Gulliver)	Cat	Domestic Shorthair	Mix	98117
February 16 2020	S154211	Gladys	Cat	Domestic Shorthair	Mix	98277
February 16 2020	S108256	Izzy	Cat	Domestic Shorthair	Mix	98115
February 16 2020	S108300	Sammi	Cat	Domestic Longhair	Mix	98115
February 16 2020	S151971	Speedy	Cat	Domestic Shorthair	Mix	98133
February 16 2020	S140343	Z.Z.	Cat	Domestic Shorthair		98199
February 16 2020	S149339	Marla	Cat	Domestic Shorthair	Mix	98109
February 16 2020	8015725	Violet	Cat	Domestic Shorthair		98126
February 16 2020	S151975	Ninja	Cat	Domestic Shorthair	Mix	98115
February 16 2020	8015736	Lemons	Cat	Mix	Mix	98108
February 17 2020	S111612	Ella	Cat	American Shorthair		98115
February 17 2020	S140548	Lily	Cat	Domestic Shorthair	Domestic Shorthair	98109
February 17 2020	8015745	Frankie	Cat	Domestic Longhair	Mix	98102
February 17 2020	S154212	Alex	Cat	Domestic Shorthair	Mix	98102
February 17 2020	S154213	Ty	Cat	Domestic Shorthair	Mix	98102
February 17 2020	8015748	Penny	Cat	Domestic Shorthair	Mix	98117
February 17 2020	8015749	Holly	Cat	Domestic Medium Hair	Mix	98117
February 17 2020	8015750	Sophie	Cat	Domestic Medium Hair	Mix	98107
February 17 2020	8015751	Hank	Cat	Domestic Medium Hair	Mix	98107
February 17 2020	8015756	Moose	Cat	American Shorthair	Mix	98122
February 17 2020	S134448	Odette	Cat	Domestic Shorthair	Mix	98117
February 18 2020	S137790	Data	Cat	Domestic Shorthair	Mix	98106
February 18 2020	S111018	Sydney	Cat	Domestic Shorthair	Siamese	98125
February 18 2020	S111017	Lona	Cat	Domestic Shorthair	Siamese	98125
February 18 2020	77689	Boychik	Cat	Domestic Shorthair		98109
February 18 2020	77670	Big Boy	Cat	Domestic Shorthair		98109
February 18 2020	S110592	Bartholomew	Cat	Domestic Medium Hair	Mix	98122
February 19 2020	S140549	Snowball	Cat	Domestic Shorthair		98199
February 19 2020	S118222	Jasmine	Cat	LaPerm		98104
February 19 2020	74249	Frimbo	Cat	Domestic Shorthair		98105
February 19 2020	74239	Ginger	Cat	Domestic Shorthair		98105
February 19 2020	S110582	Nelly	Cat	Domestic Shorthair		98112
February 19 2020	S153972	Moxie	Cat	Domestic Shorthair	Mix	98107
February 19 2020	S153973	Demitrie	Cat	Maine Coon	Mix	98117
February 20 2020	S154214	Bruiser	Cat	Domestic Shorthair	Mix	
February 20 2020	8015815	Trappy	Cat	Abyssinian	Mix	98103
February 20 2020	8015823	Maxwell	Cat	American Shorthair	Mix	98122
February 20 2020	S149346	Nimbus	Cat	Domestic Shorthair	Mix	98117
February 20 2020	S140732	Mocha	Cat	Domestic Shorthair	Mix	98101
February 21 2020	S140189	Tommy Cat	Cat	Domestic Shorthair	Mix	98121
February 21 2020	S109703	Hephaestus	Cat	American Shorthair	Mix	98121
February 21 2020	S109702	Shader	Cat	American Shorthair	Mix	98121
February 21 2020	S153976	Jasmine	Cat	Domestic Shorthair	Mix	98117
February 21 2020	S153977	Matteo	Cat	Domestic Shorthair	Mix	98126
February 21 2020	S153978	Mischief	Cat	Domestic Shorthair		98126
February 21 2020	S153980	Chenille	Cat	Domestic Longhair	Mix	98101
February 21 2020	74235	Spooky	Cat	Domestic Shorthair		98106
February 22 2020	S139972	Dane	Cat	Domestic Medium Hair	Mix	98102
February 22 2020	S140196	Puma	Cat	Domestic Shorthair	Mix	98117
February 22 2020	74336	Squeek	Cat	Domestic Shorthair		98117
February 22 2020	74335	Henry	Cat	Domestic Shorthair		98117
February 22 2020	8015867	Rex	Cat	Domestic Shorthair	Mix	98126
February 22 2020	8015868	Cleo	Cat	Domestic Shorthair	Mix	98126
February 22 2020	S149351	Sunnyboy	Cat	Domestic Shorthair		98118
February 22 2020	S149353	Dune	Cat	Domestic Shorthair	Mix	98122
February 22 2020	S149354	Teo	Cat	Domestic Shorthair		98122
February 22 2020	S149356	Mooner	Cat	Domestic Shorthair	Mix	98119
February 22 2020	S149357	Bella	Cat	Domestic Medium Hair	Mix	98116
February 23 2020	S154215	Mew	Cat	Domestic Shorthair	Mix	98109
February 23 2020	S110713	Vernon	Cat	Domestic Longhair	Mix	98144
February 23 2020	S134446	River	Cat	Domestic Medium Hair	Mix	98109
February 23 2020	S134445	Churro	Cat	Domestic Shorthair	Mix	98109
February 23 2020	8015895	Zibby	Cat	Domestic Shorthair	Mix	98106
February 23 2020	S151985	Magdalene	Cat	Domestic Medium Hair	Mix	98118
February 23 2020	S151986	Chowder	Cat	Domestic Shorthair	Mix	98105
February 23 2020	S151988	Edgar	Cat	Domestic Shorthair	Mix	98107
February 23 2020	S109930	Layla	Cat	American Shorthair		98177
February 23 2020	S109932	Leo	Cat	American Shorthair		98177
February 23 2020	S151989	Twigs	Cat	Domestic Shorthair	Mix	98115
February 23 2020	S151990	Bernie	Cat	Domestic Shorthair	Mix	98119
February 23 2020	8015900	Tordy	Cat	Domestic Shorthair	Mix	98104
February 23 2020	732370	Kit Kat	Cat	Domestic Shorthair		98105
February 23 2020	732369	Rolo	Cat	Domestic Shorthair		98105
February 23 2020	83591	Maxx	Cat	Manx	Manx	98103
February 23 2020	8015901	Monkey	Cat	American Shorthair		98055
February 23 2020	72989	Annie	Cat	Domestic Longhair		98103
February 23 2020	S140190	Harper Mika	Cat	Domestic Shorthair		98115
February 23 2020	S128009	Winston	Cat	Domestic Shorthair		98117
February 24 2020	S109809	Minerva	Cat	Domestic Medium Hair		98199
February 24 2020	S100981	Ra's	Cat	Domestic Longhair	Mix	98199
February 24 2020	S109689	Madeline	Cat	Domestic Shorthair		98117
February 24 2020	S109688	Max	Cat	Domestic Shorthair		98117
February 24 2020	S110693	Doobie	Cat	Domestic Shorthair	Mix	98109
February 24 2020	8015928	Holly	Cat	Domestic Shorthair	Mix	98121
February 25 2020	83569	Miss Kitty	Cat	Domestic Longhair		98125
February 25 2020	S110649	Lou	Cat	Domestic Medium Hair	Mix	98117
February 25 2020	8015940	Moxi	Cat	American Shorthair	Mix	98112
February 25 2020	83418	Franklin	Cat	Domestic Shorthair		98108
February 25 2020	S140466	Ron Weasley	Cat	Domestic Shorthair	Domestic Shorthair	98116
February 25 2020	22680	Tucker	Cat	Domestic Shorthair		98105
February 25 2020	85237	Smithy	Cat	Domestic Shorthair		98144
February 25 2020	8015953	Cubby	Cat	American Shorthair	Mix	98115
February 25 2020	8015954	Timi	Cat	American Shorthair	Mix	98115
February 26 2020	8005738	Eb	Cat	Domestic Shorthair		98199
February 26 2020	S111452	Forrest	Cat	Domestic Shorthair		98103
February 26 2020	74342	Cowboy	Cat	Domestic Shorthair		98103
February 26 2020	73255	Precious	Cat	Domestic Longhair		98199
February 26 2020	8015974	Figaro	Cat	Mix	Mix	98109
February 26 2020	8015975	Chango	Cat	Mix	Mix	98109
February 26 2020	S154050	Beans	Cat	Domestic Shorthair	Mix	98119
February 26 2020	S151998	Simon	Cat	Domestic Shorthair		98105
February 26 2020	S154052	Soldier	Cat	Domestic Shorthair	Mix	98103
February 27 2020	S114326	Typhoon	Cat	Mix	Mix	98101
February 27 2020	S143235	Sal	Cat	American Shorthair	Abyssinian	98115
February 27 2020	8015997	Daisy	Cat	Domestic Shorthair	Mix	98102
February 27 2020	S148894	Miso	Cat	Domestic Shorthair	Mix	98107
February 28 2020	S154218	Darla	Cat	Domestic Shorthair	Mix	98136
February 28 2020	S154217	Viper	Cat	Domestic Shorthair	Mix	98109
February 28 2020	8016012	Llewyn	Cat	Domestic Shorthair	Mix	98109
February 28 2020	74401	Ella	Cat	Domestic Longhair		98118
February 28 2020	S140685	Pazuzu	Cat	Domestic Shorthair	Mix	98121
February 28 2020	8016027	Clover	Cat	Domestic Shorthair		
February 28 2020	77283	Leopold	Cat	Domestic Longhair		98108
February 29 2020	S110566	Avishay	Cat	Domestic Shorthair	Mix	98122
February 29 2020	S110565	Smokey	Cat	Domestic Shorthair		98122
February 29 2020	S139963	Bun Bun	Cat	Domestic Shorthair	Mix	98103
February 29 2020	S149359	Bartholomew	Cat	Domestic Longhair	Mix	98109
February 29 2020	S149360	Kiwi	Cat	Domestic Shorthair	Mix	98119
February 29 2020	S149361	Coconut	Cat	Domestic Shorthair	Mix	98119
February 29 2020	8016040	Arya	Cat	American Shorthair		98103
February 29 2020	8016041	Sansa	Cat	American Shorthair		98103
February 29 2020	S139973	Annie	Cat	Domestic Shorthair		
February 29 2020	208460	Minka	Cat	Domestic Shorthair		98118
February 29 2020	S141091	Fermi Yao	Cat	Domestic Shorthair		98103
February 29 2020	S141092	Newton	Cat	Domestic Shorthair		98103
March 01 2020	S154221	Taz	Cat	Domestic Shorthair	Mix	98103
March 01 2020	S149364	Dracula	Cat	Domestic Shorthair	Mix	98119
March 01 2020	S152002	Cielo	Cat	Bengal	Mix	98133
March 01 2020	8016060	Isla	Cat	Domestic Shorthair	Mix	98117
March 01 2020	8016064	Myrtle	Cat	Maine Coon		98102
March 01 2020	8016065	Roderick	Cat	Maine Coon		98102
March 01 2020	8016070	V	Cat	Domestic Medium Hair		98106
March 01 2020	8016071	Nod	Cat	Domestic Shorthair		98106
March 02 2020	8016075	Cat	Cat	Korat		98112
March 02 2020	8016076	Bella	Cat	American Wirehair		98112
March 02 2020	S126288	Abby	Cat	Domestic Shorthair	Mix	98119
March 02 2020	8016082	Luna Tuna	Cat	Domestic Shorthair	Mix	98109
March 02 2020	83273	Serafina	Cat	Domestic Longhair		98125
March 03 2020	S134440	Desi	Cat	Domestic Shorthair	Mix	98105
March 03 2020	S134441	Georgia	Cat	Domestic Shorthair	Mix	98105
March 03 2020	S110697	Claude	Cat	Domestic Shorthair	Mix	98136
March 03 2020	8016110	Nathaniel	Cat	Domestic Shorthair		98144
March 03 2020	8016112	Tiger	Cat	Domestic Shorthair	Mix	98103
March 04 2020	8016117	Boots	Cat	American Shorthair	Mix	98117
March 04 2020	8016118	Eleanor	Cat	American Shorthair	Mix	98101
March 04 2020	S153981	Peanut	Cat	Domestic Shorthair	Mix	98109
March 04 2020	8016131	Pesto	Cat	American Shorthair	Mix	98125
March 04 2020	s109687	Wilbur	Cat	Domestic Longhair		98125
March 04 2020	S110778	Phenom	Cat	Domestic Shorthair	Mix	98199
March 05 2020	S131889	Yoko	Cat	Burmese		98117
March 05 2020	S131890	Akio	Cat	Burmese		98117
March 05 2020	S154224	Patton	Cat	Domestic Shorthair	Mix	98109
March 05 2020	S114627	Lucky	Cat	Domestic Shorthair		98125
March 05 2020	S104121	Catsy Cline	Cat	Domestic Shorthair	Mix	98103
March 05 2020	8006077	Baby Beth	Cat	Domestic Shorthair	Mix	98112
March 06 2020	8016147	Oreo	Cat	Domestic Medium Hair		98116
March 06 2020	8016149	Riley	Cat	Domestic Longhair	Mix	98103
March 06 2020	8016159	Valkyrie	Cat	Domestic Shorthair	Mix	98115
March 06 2020	8016167	Maka	Cat	Domestic Shorthair	Domestic Medium Hair	98028
March 06 2020	S149373	Kirby	Cat	Domestic Longhair	Mix	98146
March 06 2020	8016170	Helo	Cat	Domestic Shorthair	Mix	98115
March 06 2020	8016172	MIchi	Cat	Domestic Medium Hair	Maine Coon	98115
March 07 2020	133389	Rosie	Cat	Domestic Shorthair		98116
March 07 2020	8016174	Sushi	Cat	Domestic Medium Hair	Mix	98116
March 07 2020	8016175	Duke	Cat	Domestic Medium Hair	Norwegian Forest	98115
March 07 2020	S120285	Arthur	Cat	Domestic Shorthair	Mix	98115
March 07 2020	S110716	Benedict	Cat	Domestic Shorthair	Mix	98115
March 07 2020	134135	Gracie	Cat	Domestic Shorthair		98117
March 07 2020	125091	Buddi	Cat	Siamese	Mix	98133
March 07 2020	S141277	Cosmo	Cat	Domestic Shorthair		98105
March 07 2020	S141276	Luna	Cat	Domestic Shorthair		98105
March 07 2020	S142002	Ninja	Cat	LaPerm		98125
March 07 2020	8016203	Willow	Cat	Domestic Medium Hair	Mix	98116
March 07 2020	140343	Cinder	Cat	Domestic Shorthair		98105
March 07 2020	S154069	Lucy	Cat	Domestic Medium Hair	Mix	98126
March 07 2020	8016211	Scout	Cat	Domestic Medium Hair	Mix	98103
March 07 2020	140720	Cookie	Cat	Domestic Shorthair		98121
March 07 2020	134004	Blowkiss	Cat	American Shorthair		98125
March 07 2020	8016217	Serena	Cat	Domestic Shorthair	Mix	98133
March 08 2020	8016220	Rosa	Cat	Domestic Shorthair	Mix	98103
March 08 2020	8016221	Karl	Cat	Domestic Shorthair	Mix	98103
March 08 2020	8016222	Gunther	Cat	Manx	Mix	98108
March 08 2020	S110094	Suki	Cat	Domestic Shorthair	Mix	98199
March 08 2020	142129	Mocha	Cat	Ragdoll		98125
March 08 2020	S113883	Masala	Cat	Domestic Shorthair		98117
March 08 2020	S113882	Chai	Cat	Domestic Shorthair		98117
March 08 2020	S112082	Tuffy	Cat	Domestic Shorthair	Mix	98115
March 08 2020	S149377	Dexter	Cat	Domestic Longhair	Mix	98199
March 08 2020	S113257	Ella	Cat	American Shorthair		98122
March 08 2020	S113259	Sunny	Cat	American Shorthair		98122
March 08 2020	8016243	Female	Cat	Domestic Shorthair	Mix	98106
March 08 2020	8016244	Male	Cat	Domestic Shorthair	Mix	98106
March 08 2020	83259	Watson	Cat	Domestic Shorthair		98117
March 08 2020	129521	Meisha	Cat	Domestic Shorthair		98133
March 08 2020	140363	Cherry	Cat	Domestic Longhair		98115
March 08 2020	S140398	Cosmo	Cat	Domestic Shorthair	Mix	98115
March 08 2020	129463	Sahalee	Cat	Pixie-Bob		98103
March 08 2020	431077	Boomer	Cat	Bengal		98126
March 10 2020	8016257	Bailey	Cat	American Shorthair	Abyssinian	98112
March 10 2020	133148	Lucinda Chang	Cat	Siamese		98125
March 10 2020	128192	Mr beasley	Cat	Domestic Shorthair		98103
March 10 2020	133043	Taz	Cat	Domestic Shorthair		98146
March 10 2020	S154228	Splash	Cat	Domestic Longhair	Mix	98105
March 10 2020	S140690	Montgomery	Cat	Domestic Shorthair	Mix	98125
March 10 2020	S140393	Hazel	Cat	Domestic Shorthair	Mix	98125
March 10 2020	S140392	White Sox	Cat	Domestic Shorthair	Mix	98125
March 10 2020	8016275	Kira	Cat	Domestic Shorthair	Mix	98106
March 10 2020	83575	Thomasina	Cat	Domestic Shorthair		98146
March 10 2020	S141253	Tiana	Cat	Domestic Shorthair		98199
March 10 2020	S111442	Lily	Cat	Domestic Medium Hair		98109
March 10 2020	S111900	Bill	Cat	Domestic Medium Hair	Mix	98103
March 10 2020	8016281	Billie	Cat	Domestic Medium Hair	Mix	98104
March 10 2020	8016282	Pebbles	Cat	American Shorthair	Mix	98104
March 11 2020	127854	Olive	Cat	Domestic Shorthair		98102
March 11 2020	133871	Mimi	Cat	Domestic Shorthair		98108
March 11 2020	S141750	Sammy	Cat	Domestic Shorthair		98108
March 11 2020	8016293	Moose	Cat	Domestic Longhair	Mix	98125
March 11 2020	133178	Empress Binky	Cat	Domestic Shorthair		98116
March 11 2020	S154072	Baby	Cat	Domestic Medium Hair	Mix	98109
